,msd_id,echo_nest_id,artist,title,peak,weeks
38,TRMWQWJ128F425A43C,SOBVNFB12A8AE47215,Annie Lennox,Why,20,34
39,TRMWZVX12903CE4EE3,SOFOSAP12A8C13AAD8,The Troggs,Wild Thing,11,1
40,TRBAKTC128F93358D6,SOZWPYW12A6701CE23,The Troggs,Wild Thing,11,1
41,TRQZFHF12903CDF84C,SOZTJKZ12A3F1EACFE,The Troggs,Wild Thing,11,1
42,TRZMUFW128F9309678,SOOKMRW12A582A27CD,The Troggs,Wild Thing,11,1
43,TRNOCSI12903CC5DFB,SODDXKK12A6701F09D,The Troggs,Wild Thing,11,1
44,TRMWTDT128F9341FB2,SOLCKPL12AB018488F,Foo Fighters,DOA,12,68
45,TRLPCKY128F42ACFB8,SOUBTIQ12A8C13E39A,Foo Fighters,DOA,12,68
46,TREYOXS128F42AF3E2,SOKYPQN12AF72A1F53,Foo Fighters,DOA,12,68
47,TRMWUXD128E0794FA9,SODKTBI12AF72A495A,Sting,Englishman In New York,4,84
48,TRMWJGD128F14570E2,SOTRBLC12A58A7D18E,Helen Reddy,Ain't No Way To Treat A Lady,16,8
49,TRMWDDD128F92E1ECF,SOFVBVA12A8AE484E7,Will Young,Leave Right Now,81,81
50,TRMWOJA128F148C010,SOBMXKJ12A6D4F8297,Onyx,Throw Ya Gunz,3,81
51,TRMWOEB128F426AB59,SOTYJNI12D021B3C4C,Roy Orbison,Crying,16,2
52,TRPWQUO12903CD9A5A,SOMBUSW12D021B3214,Roy Orbison,Crying,16,2
53,TRMWXCU128F932F633,SOGDSXV12A8C1421E9,Santana,Evil Ways,13,9
54,TRIOXQC128F9311A0D,SOSEVMN12AF72A0EC5,Santana,Evil Ways,13,9
55,TRMWXEM128F429D851,SOYNWBC12A8C13E6AD,The Mamas & The Papas,Do You Wanna Dance,5,76
56,TRHFZYD128E078A344,SORMZCI12A6D4F9D4E,The Mamas & The Papas,Do You Wanna Dance,5,76
57,TREWMNP128E07918DF,SOBIQTX12A6310D7C6,The Mamas & The Papas,Do You Wanna Dance,5,76
58,TRMWYUT128F426A835,SOEHVLQ12A8C134E88,Boston,More Than A Feeling,19,5
59,TRMPEEV128F42BB91B,SOYZGFI12A8C137573,Boston,More Than A Feeling,19,5
60,TRGNOKI128F425D5A8,SOYPYOT12A8AE47DEF,Boston,More Than A Feeling,19,5
61,TRFTYHU128F92DF69A,SOWBAFC12A8C143A7E,Boston,More Than A Feeling,19,5
62,TRZVYHZ128F92F278A,SOGKLRF12A8C135B5E,Boston,More Than A Feeling,19,5
63,TRNKXQU128F4270911,SOFVZJB12A8AE45278,Boston,More Than A Feeling,19,5
64,TRUSYHF128F4264FE2,SOBDKYF12A8C133CA5,Boston,More Than A Feeling,19,5
65,TRVUXYR128F92FC6D9,SOJIZXT12A8C143A12,Boston,More Than A Feeling,19,5
66,TRDOXVN12903CD0B3D,SOFZITL12A8C1392E7,Boston,More Than A Feeling,19,5
67,TRYSFAY12903CECB7D,SONIAKP12A8C130514,Boston,More Than A Feeling,19,5
68,TRMGMJL128F427E90E,SOVVSAI12D021931C3,Luther Vandross,Heaven Knows,3,94
69,TRMGWBO128F428A374,SOJPMXC12A58A7C2BA,Martina McBride,Blessed,20,31
70,TRMGHDK128F42891A9,SOUJMOE12A8C138654,A Flock Of Seagulls,Space Age Love Song,18,30
71,TRMGRML128F425E8B0,SOODVRS12CF5F870B2,Britney Spears,Break The Ice,17,43
72,TRFWAXG128F92F3FFF,SOVBSAC12AAF3B1E01,Britney Spears,Break The Ice,17,43
73,TRAODGF128F92F3FF9,SOSCFCE12AAF3B1DE5,Britney Spears,Break The Ice,17,43
74,TRLHEVM128F9323439,SOZNLXG12AB0180FF1,Britney Spears,Break The Ice,17,43
75,TRMGFHZ128F92F7484,SOGCPCH12AB0180875,Bobby Vee,Rubber Ball,14,6
76,TRCAVRT12903CCC673,SODSFZN12AB0186857,Bobby Vee,Rubber Ball,14,6
77,TRPZZWU128F1459680,SOJNPJP12A6D4F759A,Bobby Vee,Rubber Ball,14,6
78,TRUYRLF12903C973F3,SOAEPTM12AB0187101,Bobby Vee,Rubber Ball,14,6
79,TRMGQBY128F1474B22,SOTGTJV12A6D4F8B4E,Jr. Walker & The All Stars,Cleo's Back,8,43
80,TRUEKUE128F932280B,SOCWCTH12A58A7AAC1,Jr. Walker & The All Stars,Cleo's Back,8,43
81,TRMGQWD128F4269F46,SOHVUZY12A8C133AA1,Bone Thugs-N-Harmony,Tha Crossroads,20,1
82,TRMGPEE128F4288A71,SOGVBTG12A8C13F799,Ann Peebles,I Can't Stand The Rain,21,38
83,TRAFOOJ128F92E73A4,SODGTDQ12AAF3B477A,Ann Peebles,I Can't Stand The Rain,21,38
84,TRNQDNS128F92D146F,SOBYMHJ12A8C141F62,Ann Peebles,I Can't Stand The Rain,21,38
85,TRDWOPL128F92CFEB0,SOGUEBL12A8C141FF6,Ann Peebles,I Can't Stand The Rain,21,38
86,TRMGTWK128F4271E2C,SOQXHYA12A8C1344C5,Sophie B. Hawkins,Damn I Wish I Was Your Lover,21,5
87,TRCCOZQ128F426665E,SOHYZWF12A8C13310D,Sophie B. Hawkins,Damn I Wish I Was Your Lover,21,5
88,TRMGSBN128F931A062,SOHRGZX12AB0182E6F,Frankie Goes To Hollywood,Relax,23,10
89,TRZWJEQ128F428E03D,SOJLRPG12A8C139C37,Frankie Goes To Hollywood,Relax,23,10
90,TRLEFXF128F428E555,SOIHABE12A8C13D492,Frankie Goes To Hollywood,Relax,23,10
91,TRJKGWS128F428E544,SOMOCZT12A8C13C443,Frankie Goes To Hollywood,Relax,23,10
92,TRSQKHQ128F428E03C,SOFEVEK12A8C139C35,Frankie Goes To Hollywood,Relax,23,10
93,TRDVDOS128F9319F41,SOZXIAK12AB017DB74,Frankie Goes To Hollywood,Relax,23,10
94,TRONPUY128F428E566,SORFQTT12A8C13D4DD,Frankie Goes To Hollywood,Relax,23,10
95,TRXSXIE128F931A05B,SOJKHAN12AB017DB7B,Frankie Goes To Hollywood,Relax,23,10
96,TRKKCXB128F428E03B,SOLFYXW12A8C139C34,Frankie Goes To Hollywood,Relax,23,10
97,TRYLMXO128F9319F33,SOIRLWV12AB01822AD,Frankie Goes To Hollywood,Relax,23,10
98,TRMGSBG128F429F025,SOWAHPT12A8C13CCA0,George McCrae,Rock Your Baby,17,1
99,TRZVNEM128EF351A49,SOCJYXH12A6D223C21,George McCrae,Rock Your Baby,17,1
100,TRNOAGG12903CBB894,SOUSTWQ12AB01896F9,George McCrae,Rock Your Baby,17,1
101,TRPPERL128F146143C,SOJJBXY12A6D4F7A61,George McCrae,Rock Your Baby,17,1
102,TREXNMH12903CDEFAA,SOPLBTJ12AB0189735,George McCrae,Rock Your Baby,17,1
103,TRJLCUH128F93200CD,SOQRXGL12A58A7E9E5,George McCrae,Rock Your Baby,17,1
104,TRMGXPF128F145678C,SOSHFXW12A6D4F7A44,Shai,Comforter,24,10
105,TRMGYVB128F9322818,SOPNLBP12AB0187939,Jr. Walker & The All Stars,Way Back Home,9,52
106,TRRBKZR128F932F32E,SOYMCXI12AB0183296,Jr. Walker & The All Stars,Way Back Home,9,52
107,TRFVCSR128F146E2CC,SOVUQYH12A6D4F8193,Jr. Walker & The All Stars,Way Back Home,9,52
108,TRYDISQ128F932F330,SONLRBA12AB01846CB,Jr. Walker & The All Stars,Way Back Home,9,52
109,TRMGYEC128F14A2B40,SOKFJDC12A6D4FB161,The Doobie Brothers,What A Fool Believes,20,1
110,TRMHWMW128F4242DE6,SONXVIY12A8C134EA9,Toby Keith,Country Comes To Town,15,54
111,TRMHWDO128F931C671,SOHAAGT12AB018101C,The Yardbirds,Over Under Sideways Down,11,13
112,TRAOSHM128F930DDA0,SOZGVWT12AB018174A,The Yardbirds,Over Under Sideways Down,11,13
113,TRXDACZ128F426CFA8,SORTEVC12A8C136195,The Yardbirds,Over Under Sideways Down,11,13
114,TRMHWMV12903D10BC9,SOFQKUE12AC468E22B,Sir Douglas Quintet,Mendocino,15,27
115,TRMHWMG128F428A57B,SODTKRU12A8C139C75,Lorne Greene,Ringo,12,1
116,TRMHGPF128F426BE7F,SONMWXV12AB01803B4,Jonas Brothers,Year 3000,9,31
117,TRMHGEW12903CC1516,SOKGRCB12A8C14135B,First Class,Beach Baby,17,4
118,TRRCVPK128F935A33B,SONNXHG12AB018B97D,First Class,Beach Baby,17,4
119,TRRXLJG128F92DF650,SOVVTNH12A8C1456F3,First Class,Beach Baby,17,4
120,TRJZDCB128F92D0B19,SOYBFAM12A8C141C92,First Class,Beach Baby,17,4
121,TRMHHKC12903CF47E4,SOIHTFQ12AC960A19E,Zapp & Roger,Slow And Easy,20,43
122,TRMHCJO128F424A38B,SOZZBBH12A8C133B6D,Sammi Smith,I've Got To Have You,7,77
123,TRBOCBM12903CB55CF,SOFLNZB12AB018D2D8,Sammi Smith,I've Got To Have You,7,77
124,TRMHFMC128F425D630,SOMMOJQ12AF72A1D07,Tammy Wynette,Stand By Your Man,16,19
125,TRFNZMP128F42796B3,SOOSFAQ12A58A79BBD,Tammy Wynette,Stand By Your Man,16,19
126,TRMHQXM128F92F2E8E,SOEYBJZ12AF729C4E3,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,17,1
127,TRBBEBZ128F426B298,SOGVHFF12A8C134C3A,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,17,1
128,TRMHIBW128F42AF9CF,SONGPYO12A58A7A419,Charley Pride,I Can't Believe That You've Stopped Loving Me,6,71
129,TRLLKSO128F428BA16,SOTKWQU12A8C138D42,Charley Pride,I Can't Believe That You've Stopped Loving Me,6,71
130,TRSKJXK128F428D4DE,SOWLPYT12A8C139206,Charley Pride,I Can't Believe That You've Stopped Loving Me,6,71
131,TRMHSMC128F4270AC4,SOHYUXD12A8C13495D,The Intruders,(We'll Be) United,6,78
132,TROTSES128F42722E3,SOOTKWS12A8C13643D,The Intruders,(We'll Be) United,6,78
133,TRMHDLB128F148BF08,SOBYDHI12A6D4F8232,Rihanna,Unfaithful,20,6
134,TRMATXT128F147B2A9,SOESTAK12A6D4F5819,Rihanna,Unfaithful,20,6
135,TRMYAMQ128F933A9B6,SONZHOB12A8C13DCF1,Rihanna,Unfaithful,20,6
136,TRTSIVY128F933A9AA,SOGYRGC12AB0182E32,Rihanna,Unfaithful,20,6
137,TRSOZUD128F1481972,SOVDCEP12A6D4F7FF8,Rihanna,Unfaithful,20,6
138,TRYJOFC128F42A80C1,SOBPXVM12A8C13CC29,Rihanna,Unfaithful,20,6
139,TRMHXBU128F932A16D,SOPKTEV12A8C141E33,Jonas Brothers,Burnin' Up,16,5
140,TRVOAPO128F93098CE,SOOOMAH12AB0184C49,Jonas Brothers,Burnin' Up,16,5
141,TRMHXUO128F9322178,SODYJYD12AB01855E3,Sneaker Pimps,6 Underground,22,45
142,TRWFNPO128F9322176,SOMOKUU12AB01855DE,Sneaker Pimps,6 Underground,22,45
143,TRGRVTF128F92FD4B5,SOMGGVU12AB0181A65,Sneaker Pimps,6 Underground,22,45
144,TRCMNJL128F42B9CA2,SOJHLGL12A8C141B02,Sneaker Pimps,6 Underground,22,45
145,TRFZBDJ128F9322179,SOYJNMM12AB01855E8,Sneaker Pimps,6 Underground,22,45
146,TRJEVGM128F42B9CBD,SOLYMMT12A8C141B3F,Sneaker Pimps,6 Underground,22,45
147,TRDPRSF128F92F0089,SOSHQSO12A58A785B3,Sneaker Pimps,6 Underground,22,45
148,TRMHXKZ128F92EC205,SOGJWGP12AB017C1C4,Taylor Swift,Love Story,49,4
149,TRMKAVS128F92F81F8,SOBOHYB12AB0183153,Taylor Swift,Love Story,49,4
150,TRWQQUM12903CB29A4,SOEOXSO12AB01880DC,Taylor Swift,Love Story,49,4
151,TRWDQOL128F92EC1F1,SOVRDQM12A8C143954,Taylor Swift,Love Story,49,4
152,TRLIFLY128F92FD702,SOZRRTG12A8C143952,Taylor Swift,Love Story,49,4
153,TRVKNWW128F92FDD3F,SOIEYSL12AAF3B204E,Taylor Swift,Love Story,49,4
154,TROPUMP128F92EC162,SOTWSXL12A8C143349,Taylor Swift,Love Story,49,4
155,TRKSOZB12903CB52C2,SOZFJMN12AB0182A0D,Taylor Swift,Love Story,49,4
156,TRMHYFM12903CD6C17,SOCEJQC12AB018DA26,Kanye West,Stronger,27,1
157,TRZYGRK128F932A279,SOONJSF12AB0187C56,Kanye West,Stronger,27,1
158,TRUATNS128F423457D,SOBXHDL12A81C204C0,Kanye West,Stronger,27,1
159,TRLCDPR128F42B63BC,SOWFAZC12A8C13D4B9,Kanye West,Stronger,27,1
160,TRLYHYF128F9301D44,SORFASW12A81C22AE7,Kanye West,Stronger,27,1
161,TRSLFVA128F429F837,SOUVZKT12A8C13EF90,Kanye West,Stronger,27,1
162,TRMHYTH128F92E67EB,SOMIZXC12AB017B79C,Brad Paisley Duet With Keith Urban,Start A Band,16,55
163,TRMCWIL128F4228CE9,SOJNLRD12A6D4FEA3F,Southside Johnny & The Asbury Jukes,I'm So Anxious,4,71
164,TRMCGOG12903CDEAF8,SOESIQD12AF72A3AD6,Nina Simone,Trouble In Mind,2,92
165,TRMCGJC128E0793D73,SOGREEV12A6D4F91A6,Rainbow,Since You Been Gone,8,57
166,TRSJGUU128E0784807,SOOHYTB12A6701E061,Rainbow,Since You Been Gone,8,57
167,TRMCGJQ128F14A242B,SOJGYOE12A6D4F9942,Ashley Tisdale,He Said She Said,8,58
168,TRMCHUS128F4285848,SOGMJOE12A8C137C2D,Survivor,I Can't Hold Back,23,13
169,TRMCRHR128F9309CFC,SOBNKEZ12AB0183DCC,J.J. Barnes,Real Humdinger,5,80
170,TRMCRRZ128F93428C6,SODGUUH12A6D4F9343,Manfred Mann's Earth Band,Blinded By The Light,20,1
171,TRCDDCG12903CEEF7B,SOGQPCD12AB017F327,Manfred Mann's Earth Band,Blinded By The Light,20,1
172,TRMCZPO128F427F244,SOPUWIT12A8C13839D,Bobby Vinton,L-O-N-E-L-Y,8,22
173,TRMCAWF128F42920DB,SOHXZXU12A8C13B85A,Skeeter Davis,(I Can't Help You) I'm Falling Too,7,39
174,TREUUZW128F428A1C0,SOSDBXQ12A8C138893,Skeeter Davis,(I Can't Help You) I'm Falling Too,7,39
175,TRKHABD128F92F07E2,SOJEWAH12A58A78FDE,Skeeter Davis,(I Can't Help You) I'm Falling Too,7,39
176,TRMCALU128F92D5BBF,SOVPRYM12A8C145240,Lesley Gore,Judy's Turn To Cry,11,5
177,TRDRFLI128F92C94CB,SOWNHGI12A8C141539,Lesley Gore,Judy's Turn To Cry,11,5
178,TRXRRKF128F92F120C,SODEURN12A8C14313C,Lesley Gore,Judy's Turn To Cry,11,5
179,TRMCAFT12903CDCD25,SOUBZUK12A8C142106,Darryl Worley,Sounds Like Life To Me,11,84
180,TRMCNHH12903CE393A,SOGYIIC12AB0186784,Jan & Dean,Baby Talk,12,10
181,TRMCPIT128F147ADB0,SOAXAXA12A6D4F73C2,Rihanna,SOS,28,1
182,TRHTEUK128F146E6D5,SOCGTIM12D021B1834,Rihanna,SOS,28,1
183,TRCTXZB128F9310857,SOCCUCU12AB0182D45,Rihanna,SOS,28,1
184,TRCYTVT128F427F600,SOXHAAV12A8C13CD0D,Rihanna,SOS,28,1
185,TRIEDUL128F146E4CA,SOCTIAC12A8AE1ADFC,Rihanna,SOS,28,1
186,TRANZLM128F92F741E,SOAOPVN12AAF3B1856,Rihanna,SOS,28,1
187,TRXTWMH128F146E4CB,SOOTSMO12A6D4F978E,Rihanna,SOS,28,1
188,TRXXPYC128F92F2BFA,SOLADVG12D021994D4,Rihanna,SOS,28,1
189,TRMCUFM128F92E1732,SOTAWNJ12A8C13FEFC,Jean Knight,Mr. Big Stuff,16,2
190,TRWYYRS12903CBCA26,SOHDIZG12AB0188650,Jean Knight,Mr. Big Stuff,16,2
191,TRPUKHD128F933855F,SOPDDNP12A8C14266F,Jean Knight,Mr. Big Stuff,16,2
192,TRJPDSF12903CDFCA7,SOMSMBM12A6D4FCB7F,Jean Knight,Mr. Big Stuff,16,2
193,TRJSYVM128F9319068,SOCVXCG12A8C138685,Jean Knight,Mr. Big Stuff,16,2
194,TRVHOZT128F92F1569,SOZVONB12A8C142674,Jean Knight,Mr. Big Stuff,16,2
195,TRMCUMJ12903CDFEC9,SOHDHSC12AB018AF14,The Rattles,The Witch,5,79
196,TRGXQKS12903C9B01D,SOJTTOY12A6D4F9808,The Rattles,The Witch,5,79
197,TRMCEZP128F429D33C,SOMJCGY12A8C13C9BC,The Brecker Brothers,Sneakin' Up Behind You,9,58
198,TRMCJNX128F1456BE6,SODZFOT12A6D4F7340,Neil Diamond,Two-Bit Manchild,6,66
199,TRKJLTZ128F146DB7D,SORGOTP12A6D4F6BF9,The Bachelors,I Wouldn't Trade You For The World,6,69
200,TRMCOIB128E078F56C,SOSUBWD12D02193054,Etta James,My Dearest Darling,13,34
201,TRBFTHL128C7196B42,SODJRCC12D02192374,Etta James,My Dearest Darling,13,34
202,TRMCYUT128F4259E78,SOBZMOI12A8AE4827F,Sade,By Your Side,11,75
203,TRVWZET128F42A0E05,SOPXIGC12A8C13DDF9,Sade,By Your Side,11,75
204,TRMCYQJ128F426EAEC,SOKIDML12A8C13527A,The Doobie Brothers,Takin' It To The Streets,14,13
205,TRMCYKO128F42B1543,SODWRYK12A8C14085F,The Fiestas,So Fine,16,11
206,TRXCXUA128F935A345,SORAITJ12A58A811CB,The Fiestas,So Fine,16,11
207,TRPIQAM128F931B64B,SOYFVHQ12AB0181169,The Jazz Crusaders,Way Back Home,3,90
208,TRJKXFH128F93236FB,SOQLLMJ12AB017F515,Brad Paisley,Welcome To The Future,16,42
209,TRMRWFW128F93001E3,SODBKOU12AB0180E5C,Fairground Attraction,Perfect,6,80
210,TRRTHCE128F42940EF,SOQJMIV12A8C1394C6,Fairground Attraction,Perfect,6,80
211,TRMRHBY12903C9FFFD,SOVRZOW12A6D4FCB78,R. Dean Taylor,Indiana Wants Me,15,5
212,TRWHAHN128F931B5ED,SORAAQR12AB0187100,R. Dean Taylor,Indiana Wants Me,15,5
213,TRGEJHP128F93297F0,SOUPNBQ12AB0185EF6,R. Dean Taylor,Indiana Wants Me,15,5
214,TRNKJZV128F92F16A8,SOIZCGM12A8C1437BA,R. Dean Taylor,Indiana Wants Me,15,5
215,TRELUQI128F931B5EB,SOXRHZG12AB01870F4,R. Dean Taylor,Indiana Wants Me,15,5
216,TRYJGQU128F9310F86,SOKUQMS12A6D4F9CDF,R. Dean Taylor,Indiana Wants Me,15,5
217,TRMRHTW128F9305276,SOHGROC12AB0184F2A,Wham!,Wake Me Up Before You Go-Go,24,1
218,TRLEEUP12903CE26AF,SODXVOI12A58A7BB4F,Wham!,Wake Me Up Before You Go-Go,24,1
219,TRMRCKZ128F422B8B9,SOWRJXC12A6D4FAF26,Aaron Hall,Don't Be Afraid,16,44
220,TRYZZBD128E078E803,SOVPCUM12A6701DF05,Aaron Hall,Don't Be Afraid,16,44
221,TRYAIAS128E078E804,SORVWVI12A6701DF06,Aaron Hall,Don't Be Afraid,16,44
222,TRMRFAW128F92F14C0,SOUPFBM12A8C1411C5,The Gentrys,Keep On Dancing,13,4
223,TRFSHYV12903CD732D,SOXRYLV12A8C1411AC,The Gentrys,Keep On Dancing,13,4
224,TRMRZAS128F92F2645,SOCOGWU12AB017F6F4,Teena Marie,Square Biz,13,50
225,TRHFCTR128F1464062,SOQQPCX12A6D4F84C7,Teena Marie,Square Biz,13,50
226,TRQDTFQ128F145FD44,SOVGWVR12A6D4F62D1,Teena Marie,Square Biz,13,50
227,TRZLQYX128F145FD48,SOWSTYP12A6D4F62D5,Teena Marie,Square Biz,13,50
228,TRMRARB128F148CFDB,SOQQXRA12A6D4FA226,Jr. Walker & The All Stars,Cleo's Mood,6,50
229,TRZNKJX128F932280A,SOCKWXS12AB0187904,Jr. Walker & The All Stars,Cleo's Mood,6,50
230,TRMRAIA128F92F96E2,SOXDHNX12AB017D7F9,Roger Daltrey,Giving It All Away,7,83
231,TRMRNAS128F9343251,SOVCOYG12AF72A065D,R. Kelly,Ignition,42,2
232,TRMRNWA128F92DF770,SOOWGXP12A8C145F5F,Adam Ant,Goody Two Shoes,21,12
233,TRATAZV128F425A410,SONCWFW12A8AE4702B,Adam Ant,Goody Two Shoes,21,12
234,TRNAZPS128F425A42C,SOEVFCW12A8AE471FD,Adam Ant,Goody Two Shoes,21,12
235,TRNAAUU128F4273426,SOCNCHP12A8C134955,Adam Ant,Goody Two Shoes,21,12
236,TRVXSWB128F4259FC7,SOLNRBM12A58A7A551,Adam Ant,Goody Two Shoes,21,12
237,TRMRLES12903CAA8C5,SONTWAN12A58A7DF5A,Foghat,Slow Ride,17,20
238,TRPGERG128F933D02D,SOKIKUZ12AB0186F18,Foghat,Slow Ride,17,20
239,TRMREFF12903CA7760,SORAZQF12AB01840E9,Deep Forest,Sweet Lullaby,8,78
240,TRGQUWP12903CA774E,SOJOZGE12AB01840BF,Deep Forest,Sweet Lullaby,8,78
241,TRRMHSP12903CA776B,SOFKCCY12AB0184ABE,Deep Forest,Sweet Lullaby,8,78
242,TRPEDIN12903CA7745,SOBJXHP12AB01840A2,Deep Forest,Sweet Lullaby,8,78
243,TRTHLJW128F426942F,SOPILHC12A8C13474D,Deep Forest,Sweet Lullaby,8,78
244,TRTXPOY12903CA7770,SOXZHDJ12A58A7AD62,Deep Forest,Sweet Lullaby,8,78
245,TRUDIYD12903CA775A,SOWJNPG12AB01840DE,Deep Forest,Sweet Lullaby,8,78
246,TRLZAUY12903CA7763,SOZBEZU12A58A7C9E9,Deep Forest,Sweet Lullaby,8,78
247,TRJBFAQ12903CA7768,SOMTYIV12AB0184AB5,Deep Forest,Sweet Lullaby,8,78
248,TRJSTER12903CA775D,SOTHAIL12AB01840E6,Deep Forest,Sweet Lullaby,8,78
249,TRVGUNA12903CCDC82,SOCEAEK12AB018711C,Deep Forest,Sweet Lullaby,8,78
250,TRVDNFB12903CA7748,SOFAKJY12AB01840AC,Deep Forest,Sweet Lullaby,8,78
251,TRYDNUA12903CA7757,SOBUAGW12AB01840D7,Deep Forest,Sweet Lullaby,8,78
252,TRMRJFI128F14A4734,SOMFOEA12A6D4FB6AF,Tommy James And The Shondells,Mirage,10,10
253,TRMRXYT128F92C2074,SOMVLCN12CF5F872B5,Jefferson Airplane,Greasy Heart,3,98
254,TRBEOCC128F42AC325,SOKFZYG12CF58288D9,Jefferson Airplane,Greasy Heart,3,98
255,TRZKJSH128F4290784,SOHJRGQ12A8C139463,Jefferson Airplane,Greasy Heart,3,98
256,TROKKKA128F425C28C,SOIUEEO12CF5F86B26,Jefferson Airplane,Greasy Heart,3,98
257,TRYARBZ128F428CA19,SOJXXOH12CF5169FD8,Jefferson Airplane,Greasy Heart,3,98
258,TRMBMXQ12903CBCD88,SOWKPVR12AB0186E3F,Mark Dinning,Teen Angel,18,1
259,TRWBESN128F1486A5B,SOEZNEU12A6D4F7B76,Mark Dinning,Teen Angel,18,1
260,TRGQALN128F92F3021,SOQNXMH12A8C13F2F6,Mark Dinning,Teen Angel,18,1
261,TRRJVFT128F92F154F,SOOFNYA12A8C140D71,Mark Dinning,Teen Angel,18,1
262,TRETAMQ12903C973E1,SOLMNZZ12AB01870DE,Mark Dinning,Teen Angel,18,1
263,TRMBMOI128F148B768,SOTIZMP12A6D4F9A8A,The Happenings,Goodnight My Love,6,51
264,TRXJFOC128F930D7E9,SOLLOKX12AB01809B2,The Happenings,Goodnight My Love,6,51
265,TRMBWXW128F1452C8E,SOIYBYP12A6D4F7761,The Roots,What They Do,15,34
266,TRMBWUI128F4291C35,SOKWLTT12A58A78130,The Lovin' Spoonful,Rain On The Roof,10,10
